30	2	8	3
991366	742429	
976998	1031435	
1016480	676174	
744879	-905761	
887081	891986	
-402598	-424938	
-710687	-530292	
-590066	-339559	
1116943	777901	
-629803	503688	
355018	-23874	
-676048	-489437	
-920130	602062	
1120397	-1081703	
912749	813174	
-385071	-431547	
946551	1037997	
-678254	-487897	
-844828	628000	
-778416	-390968	
913970	896351	
943026	-977075	
-530031	-85068	
-898317	620908	
-463122	-200039	
-230682	-376650	
-715589	424262	
-391528	616481	
-145295	-889756	
-720772	193157	
